TERM_CD,CRS_SUBJ_CD,CRS_SUBJ_DESC,CRS_NBR,CRS_TITLE,COLL_CD,COLL_NAME,DEPT_CD,DEPT_NAME,A,B,C,D,F,ADV,CR,DFR,I,NG,NR,O,PR,S,U,W,name1,name2,name3,grade_regs
220115,ACTG,Accounting,210,"Intro Financial Accounting",FL,"Business Administration",2656,Accounting,9,11,5,5,3,0,0,0,0,0,0,0,0,0,0,9,"Galvan, Abel",,,42
220115,ACTG,Accounting,211,"Intro Managerial Accounting",FL,"Business Administration",2656,Accounting,6,14,17,11,3,0,0,0,0,0,0,0,0,0,0,2,"Salama, Yehia A.",,,53
220115,ACTG,Accounting,315,"Intermediate Financial Actg I",FL,"Business Administration",2656,Accounting,6,5,17,5,1,0,0,0,0,0,0,0,0,0,0,0,"Leventhal, Brian W",,,34
220115,ACTG,Accounting,316,"Intermediate Financial Actg II",FL,"Business Administration",2656,Accounting,5,12,12,8,3,0,0,0,0,0,0,0,0,0,0,2,"Salama, Yehia A.",,,42
220115,ACTG,Accounting,326,"Cost Accounting",FL,"Business Administration",2656,Accounting,1,8,8,7,3,0,0,0,0,0,1,0,0,0,0,1,"Chalos, Peter",,,29
220115,ACTG,Accounting,355,"Business Law I",FL,"Business Administration",2656,Accounting,32,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Grad Asst",,,36
220115,ACTG,Accounting,435,Auditing,FL,"Business Administration",2656,Accounting,9,14,5,0,0,0,0,0,0,0,2,0,0,0,0,1,"Galvan, Abel",,,31
220115,ACTG,Accounting,445,"Federal Income Tax I",FL,"Business Administration",2656,Accounting,1,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,"Melevin, Tim L",,,16
220115,ACTG,Accounting,474,"Actg Information Systems",FL,"Business Administration",2656,Accounting,5,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"Goodman, Charles Joseph",,,16
220115,ACTG,Accounting,494,"Professional Presence",FL,"Business Administration",2656,Accounting,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Popowits, Michael T",,,20
220115,ACTG,Accounting,500,"Intro Financial Actg",FL,"Business Administration",2656,Accounting,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,"Das, Somnath",,,15
220115,ACTG,Accounting,500,"Intro Financial Actg",FL,"Business Administration",2656,Accounting,25,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Holmer Lewis, Shari R","Milford, Douglas",,31
220115,ACTG,Accounting,506,"Management Accounting",FL,"Business Administration",2656,Accounting,8,16,8,1,1,0,0,0,0,0,0,0,0,0,0,0,"Chalos, Peter",,,34
220115,ACTG,Accounting,516,"Financial Statement Analysis",FL,"Business Administration",2656,Accounting,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Ramakrishnan, Ram T S",,,16
220115,AH,"Art History",100,"Intro to Art &Art History",FR,"Architecture,Design,& the Arts",2910,"Art History",7,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,"Grad Asst",,,27
