TERM_CD,CRS_SUBJ_CD,CRS_SUBJ_DESC,CRS_NBR,CRS_TITLE,COLL_CD,COLL_NAME,DEPT_CD,DEPT_NAME,A,B,C,D,F,ADV,CR,DFR,I,NG,NR,O,PR,S,U,W,name1,name2,name3,grade_regs
220131,AAST,"African American Studies",100,"Intro African American Studies",FT,"Liberal Arts & Sciences",2363,"Black Studies",18,19,12,2,1,0,0,0,3,0,0,0,0,0,0,3,"Mock, Lynne",,,58
220131,AAST,"African American Studies",104,"African Americans & Education",FT,"Liberal Arts & Sciences",2363,"Black Studies",8,14,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"Stovall, David O",,,25
220131,AAST,"African American Studies",111,"Intro Af Amer Lit Since 1910",FT,"Liberal Arts & Sciences",2363,"Black Studies",10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Watson, Rachel",,,25
220131,AAST,"African American Studies",120,"African Amer Religious Trad",FT,"Liberal Arts & Sciences",2363,"Black Studies",9,8,4,1,0,0,0,0,0,0,1,0,0,0,0,0,"Jabir, Johari",,,23
220131,AAST,"African American Studies",191,"African & Carribbean Lit Trans",FT,"Liberal Arts & Sciences",2943,"French and Francophone Studies",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Fifer, Stacy Ellen",,,14
220131,AAST,"African American Studies",203,"African Amer Family in U.S.",FT,"Liberal Arts & Sciences",2363,"Black Studies",5,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mock, Lynne",,,14
220131,AAST,"African American Studies",242,"Modern Africa",FT,"Liberal Arts & Sciences",2316,History,9,6,3,0,2,0,0,0,0,0,0,0,0,0,0,1,"Hoppe, Kirk A",,,21
220131,AAST,"African American Studies",248,"African Amer Hist since 1877",FT,"Liberal Arts & Sciences",2363,"Black Studies",3,9,8,0,0,0,0,1,1,0,0,0,0,0,0,0,"Jabir, Johari",,,22
220131,AAST,"African American Studies",263,"Afr Amer Intellectual History",FT,"Liberal Arts & Sciences",2363,"Black Studies",4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3,"Clarke, Ainsworth A.",,,12
220131,ACTG,Accounting,210,"Intro Financial Accounting",FL,"Business Administration",2656,Accounting,14,9,6,2,3,0,0,0,0,0,0,0,0,0,0,0,"Salama, Yehia A.",,,34
220131,ACTG,Accounting,210,"Intro Financial Accounting",FL,"Business Administration",2656,Accounting,41,43,56,27,12,0,0,0,0,0,0,0,0,0,0,9,"Wen, Xiaoyan",,,188
220131,ACTG,Accounting,211,"Intro Managerial Accounting",FL,"Business Administration",2656,Accounting,17,8,4,1,2,0,0,0,0,0,0,0,0,0,0,0,"Galvan, Abel",,,32
220131,ACTG,Accounting,211,"Intro Managerial Accounting",FL,"Business Administration",2656,Accounting,75,86,69,34,6,0,0,0,0,0,0,0,0,0,0,10,"Gao, Feng",,,280
220131,ACTG,Accounting,315,"Intermediate Financial Actg I",FL,"Business Administration",2656,Accounting,9,15,26,6,13,0,0,0,1,0,0,0,0,0,0,8,"Leventhal, Brian W",,,78
220131,ACTG,Accounting,316,"Intermediate Financial Actg II",FL,"Business Administration",2656,Accounting,12,36,27,4,6,0,0,0,0,0,0,0,0,0,0,9,"Pandit, Shailendra",,,94
220131,ACTG,Accounting,326,"Cost Accounting",FL,"Business Administration",2656,Accounting,12,30,24,13,7,0,0,0,0,0,0,0,0,0,0,4,"Salama, Yehia A.",,,90
220131,ACTG,Accounting,355,"Business Law I",FL,"Business Administration",2656,Accounting,48,39,27,4,2,0,0,0,0,0,0,0,0,0,0,3,"Roe, Helen M",,,123
220131,ACTG,Accounting,417,"Adv Financial Accounting",FL,"Business Administration",2656,Accounting,14,15,9,2,2,0,0,0,0,0,0,0,0,0,0,2,"Salama, Yehia A.",,,44
220131,ACTG,Accounting,435,Auditing,FL,"Business Administration",2656,Accounting,13,11,24,1,0,0,0,0,0,0,0,0,0,0,0,0,"Galvan, Abel",,,49
220131,ACTG,Accounting,435,Auditing,FL,"Business Administration",2656,Accounting,14,28,11,4,0,0,0,0,1,0,0,0,0,0,0,2,"Casey, Ryan J",,,60
220131,ACTG,Accounting,445,"Federal Income Tax I",FL,"Business Administration",2656,Accounting,19,38,33,1,2,0,0,0,0,0,0,0,0,0,0,5,"Byelich, Robert G",,,98
220131,ACTG,Accounting,446,"Federal Income Tax II",FL,"Business Administration",2656,Accounting,10,17,4,2,1,0,0,0,0,0,0,0,0,0,0,4,"Kemp, Robert E",,,38
