TERM_CD,CRS_SUBJ_CD,CRS_SUBJ_DESC,CRS_NBR,CRS_TITLE,COLL_CD,COLL_NAME,DEPT_CD,DEPT_NAME,A,B,C,D,F,ADV,CR,DFR,I,NG,NR,O,PR,S,U,W,name1,name2,name3,grade_regs
220181,AAST,"African American Studies",100,"Intro African American Studies",FT,"Liberal Arts & Sciences",2363,"Black Studies",26,17,13,2,0,0,0,0,0,0,0,0,0,0,0,2,"Barnes, Natasha B.",,,60
220181,AAST,"African American Studies",101,"Intro to African Diaspora",FT,"Liberal Arts & Sciences",2363,"Black Studies",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,"Jackson, Lynette A.",,,30
220181,AAST,"African American Studies",103,"African Amer Politics&Culture",FT,"Liberal Arts & Sciences",2363,"Black Studies",8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Johnson, Cedric",,,16
220181,AAST,"African American Studies",104,"African Americans & Education",FT,"Liberal Arts & Sciences",2363,"Black Studies",14,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"Stovall, David O",,,25
220181,AAST,"African American Studies",111,"Intro Af Amer Lit Since 1910",FT,"Liberal Arts & Sciences",2363,"Black Studies",8,19,4,0,1,0,0,0,0,0,0,0,0,0,0,0,"Jun, Helen Heran",,,32
220181,AAST,"African American Studies",242,"Modern Africa",FT,"Liberal Arts & Sciences",2316,History,3,7,9,3,1,0,0,0,0,0,0,0,0,0,0,3,"Hoppe, Kirk A",,,26
220181,AAST,"African American Studies",248,"African Amer Hist since 1877",FT,"Liberal Arts & Sciences",2363,"Black Studies",14,7,2,0,1,0,0,1,0,0,0,0,0,0,0,3,"Grad Asst",,,28
220181,AAST,"African American Studies",250,"Comparative Black Literatures",FT,"Liberal Arts & Sciences",2363,"Black Studies",2,3,2,0,1,0,0,0,1,0,0,0,0,0,0,2,"Brown, Nicholas Mainey",,,11
220181,AAST,"African American Studies",261,"Reading Black Women Writing",FT,"Liberal Arts & Sciences",2363,"Black Studies",9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Richie, Beth E",,,11
220181,AAST,"African American Studies",262,"Black Cultural Studies",FT,"Liberal Arts & Sciences",2363,"Black Studies",7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Barcliff Baptista, Lori Danielle",,,12
