TERM_CD,CRS_SUBJ_CD,CRS_SUBJ_DESC,CRS_NBR,CRS_TITLE,COLL_CD,COLL_NAME,DEPT_CD,DEPT_NAME,A,B,C,D,F,ADV,CR,DFR,I,NG,NR,O,PR,S,U,W,name1,name2,name3,grade_regs
220195,ACTG,Accounting,210,"Intro Financial Accounting",FL,"Business Administration",2656,Accounting,4,6,13,5,1,0,0,0,0,0,0,0,0,0,0,3,"Salama, Yehia A.",,,32
220195,ACTG,Accounting,211,"Intro Managerial Accounting",FL,"Business Administration",2656,Accounting,6,8,3,3,1,0,0,0,1,0,0,0,0,0,0,0,"Kemp, Robert E",,,22
220195,ACTG,Accounting,315,"Intermediate Financial Actg I",FL,"Business Administration",2656,Accounting,6,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Galvan, Abel",,,22
220195,ACTG,Accounting,316,"Intermediate Financial Actg II",FL,"Business Administration",2656,Accounting,2,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,"Salama, Yehia A.",,,15
220195,ACTG,Accounting,326,"Cost Accounting",FL,"Business Administration",2656,Accounting,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,"Maksy, Mostafa",,,12
220195,ACTG,Accounting,355,"Business Law I",FL,"Business Administration",2656,Accounting,42,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,"Lum, Jason Kai Ming",,,47
220195,ACTG,Accounting,474,"Actg Information Systems",FL,"Business Administration",2656,Accounting,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Jastrzebski, Ronald J",,,15
220195,ACTG,Accounting,493,"Actg Cases Research & Analysis",FL,"Business Administration",2656,Accounting,4,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"Li, Siyi",,,14
220195,ACTG,Accounting,500,"Intro Financial Actg",FL,"Business Administration",2656,Accounting,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goodman, Charles Joseph",,,21
220195,ACTG,Accounting,506,"Management Accounting",FL,"Business Administration",2656,Accounting,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jastrzebski, Ronald J",,,21
220195,AH,"Art History",211,"History of Urbanism",FR,"Architecture,Design,& the Arts",2910,"Art History",14,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,"Harmansah, Omur",,,19
220195,AH,"Art History",231,"History of Photography II",FR,"Architecture,Design,& the Arts",2910,"Art History",2,8,5,2,0,0,0,0,1,0,0,0,0,0,0,1,"Grad Asst",,,19
220195,ANTH,Anthropology,100,"Human Adventure",FT,"Liberal Arts & Sciences",2841,Anthropology,13,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"LaMotta, Vincent",,,18
220195,ANTH,Anthropology,102,"Intro to Archaeology",FT,"Liberal Arts & Sciences",2841,Anthropology,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"LaMotta, Vincent",,,13
220195,ANTH,Anthropology,105,"Human Evolution",FT,"Liberal Arts & Sciences",2841,Anthropology,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Grad Asst",,,13
220195,ART,Art,390,"Art in Context",FR,"Architecture,Design,& the Arts",2583,Art,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"Delos Reyes, Jennifer",,,10
220195,ASP,"Academic Skills Program",032,"Engl for Academic Purposes II",JJ,"Vice Chanc for Student Affairs",2923,"Academic Center for Excellence",0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,"Carson, Jordan Marie",,,10
220195,ASP,"Academic Skills Program",032,"Engl for Academic Purposes II",JJ,"Vice Chanc for Student Affairs",2923,"Academic Center for Excellence",0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,"Mielcarek, Stephanie M",,,10
220195,ASP,"Academic Skills Program",033,"Live, Learn, Grow: Foundation",JJ,"Vice Chanc for Student Affairs",2923,"Academic Center for Excellence",0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,"Bonarek, Rebecca L",,,12
